"Variable","Level","BMI_cat","Count","Percent","p.value_rounded","p_adj_rounded"
"Diseased_arteries_num_cat","0","Obese III",5,"0.3%",0.000863,0.00117
"Diseased_arteries_num_cat","1","Obese III",17,"0.9%",0.000863,0.00117
"Diseased_arteries_num_cat","2","Obese III",12,"0.7%",0.000863,0.00117
"Diseased_arteries_num_cat","geq3","Obese III",8,"0.4%",0.000863,0.00117
"Diseased_arteries_num_cat",NA,"Obese III",1780,"97.7%",0.000863,0.00117
"Diuretics","No","Obese III",960,"52.7%",1.46e-247,8.59999999999999e-247
"Diuretics","Yes","Obese III",856,"47.0%",1.46e-247,8.59999999999999e-247
"Diuretics",NA,"Obese III",6,"0.3%",1.46e-247,8.59999999999999e-247
"FH_CAD","No","Obese III",137,"7.5%",1.05e-09,1.86e-09
"FH_CAD","Yes","Obese III",177,"9.7%",1.05e-09,1.86e-09
"FH_CAD",NA,"Obese III",1508,"82.8%",1.05e-09,1.86e-09
"FH_SCD","No","Obese III",225,"12.3%",0.0195,0.0252
"FH_SCD","Yes","Obese III",90,"4.9%",0.0195,0.0252
"FH_SCD",NA,"Obese III",1507,"82.7%",0.0195,0.0252
"HF","No","Obese III",1185,"65.0%",1.47e-26,3.4e-26
"HF","Yes","Obese III",145,"8.0%",1.47e-26,3.4e-26
"HF",NA,"Obese III",492,"27.0%",1.47e-26,3.4e-26
"HasMRI","No","Obese III",1789,"98.2%",9.24e-06,1.32e-05
"HasMRI","Yes","Obese III",33,"1.8%",9.24e-06,1.32e-05
"Hypertension","No","Obese III",522,"28.6%",0,0
"Hypertension","Yes","Obese III",1267,"69.5%",0,0
"Hypertension",NA,"Obese III",33,"1.8%",0,0
"IsSWHR","0","Obese III",360,"19.8%",4.11e-207,1.98e-206
"IsSWHR","1","Obese III",1337,"73.4%",4.11e-207,1.98e-206
"IsSWHR",NA,"Obese III",125,"6.9%",4.11e-207,1.98e-206
"LBBB","No","Obese III",1593,"87.4%",1.52e-05,2.11e-05
"LBBB","Yes","Obese III",90,"4.9%",1.52e-05,2.11e-05
"LBBB",NA,"Obese III",139,"7.6%",1.52e-05,2.11e-05
"Lipid_lowering","No","Obese III",128,"7.0%",3.26e-240,1.73e-239
"Lipid_lowering","Yes","Obese III",1688,"92.6%",3.26e-240,1.73e-239
"Lipid_lowering",NA,"Obese III",6,"0.3%",3.26e-240,1.73e-239
"MI_history","No","Obese III",1097,"60.2%",3.41e-07,5.32e-07
"MI_history","Yes","Obese III",263,"14.4%",3.41e-07,5.32e-07
"MI_history",NA,"Obese III",462,"25.4%",3.41e-07,5.32e-07
"MI_location_anterior","No","Obese III",238,"13.1%",5.42e-07,8.2e-07
"MI_location_anterior","Yes","Obese III",110,"6.0%",5.42e-07,8.2e-07
"MI_location_anterior",NA,"Obese III",1474,"80.9%",5.42e-07,8.2e-07
"MI_location_inferior","No","Obese III",216,"11.9%",0.0649,0.0764
"MI_location_inferior","Yes","Obese III",132,"7.2%",0.0649,0.0764
"MI_location_inferior",NA,"Obese III",1474,"80.9%",0.0649,0.0764
"MI_location_lateral","No","Obese III",298,"16.4%",0.639,0.678
"MI_location_lateral","Yes","Obese III",41,"2.3%",0.639,0.678
"MI_location_lateral",NA,"Obese III",1483,"81.4%",0.639,0.678
"MI_location_posterior","No","Obese III",318,"17.5%",0.0247,0.0311
"MI_location_posterior","Yes","Obese III",3,"0.2%",0.0247,0.0311
"MI_location_posterior",NA,"Obese III",1501,"82.4%",0.0247,0.0311
"MI_type","NSTEMI","Obese III",1005,"55.2%",1.71e-19,3.63e-19
"MI_type","STEMI","Obese III",343,"18.8%",1.71e-19,3.63e-19
"MI_type",NA,"Obese III",474,"26.0%",1.71e-19,3.63e-19
"MR","Moderate","Obese III",3,"0.2%",0.0886,0.102
"MR","None or mild","Obese III",28,"1.5%",0.0886,0.102
"MR",NA,"Obese III",1791,"98.3%",0.0886,0.102
"NSVT","No","Obese III",51,"2.8%",0.0609,0.0733
"NSVT","Yes","Obese III",4,"0.2%",0.0609,0.0733
"NSVT",NA,"Obese III",1767,"97.0%",0.0609,0.0733
"NYHA","I","Obese III",233,"12.8%",2.21e-07,3.55e-07
"NYHA","II","Obese III",145,"8.0%",2.21e-07,3.55e-07
"NYHA","III","Obese III",73,"4.0%",2.21e-07,3.55e-07
"NYHA","IV","Obese III",4,"0.2%",2.21e-07,3.55e-07
"NYHA",NA,"Obese III",1367,"75.0%",2.21e-07,3.55e-07
"PCI","No","Obese III",1230,"67.5%",1.74e-175,7.08e-175
"PCI","Yes","Obese III",454,"24.9%",1.74e-175,7.08e-175
"PCI",NA,"Obese III",138,"7.6%",1.74e-175,7.08e-175
"PCI_acute","No","Obese III",997,"54.7%",8.41e-41,2.34e-40
"PCI_acute","Yes","Obese III",369,"20.3%",8.41e-41,2.34e-40
"PCI_acute",NA,"Obese III",456,"25.0%",8.41e-41,2.34e-40
"RBBB","No","Obese III",1574,"86.4%",0.808,0.823
"RBBB","Yes","Obese III",82,"4.5%",0.808,0.823
"RBBB",NA,"Obese III",166,"9.1%",0.808,0.823
"Revascularisation_acute","No","Obese III",975,"53.5%",4.27e-43,1.26e-42
"Revascularisation_acute","Yes","Obese III",391,"21.5%",4.27e-43,1.26e-42
"Revascularisation_acute",NA,"Obese III",456,"25.0%",4.27e-43,1.26e-42
"Sex","Female","Obese III",809,"44.4%",0,0
"Sex","Male","Obese III",1013,"55.6%",0,0
"Smoking","No","Obese III",595,"32.7%",4.99e-66,1.65e-65
"Smoking","Yes","Obese III",1132,"62.1%",4.99e-66,1.65e-65
"Smoking",NA,"Obese III",95,"5.2%",4.99e-66,1.65e-65
"Stroke_TIA","No","Obese III",1570,"86.2%",2.99e-12,5.46e-12
"Stroke_TIA","Yes","Obese III",110,"6.0%",2.99e-12,5.46e-12
"Stroke_TIA",NA,"Obese III",142,"7.8%",2.99e-12,5.46e-12
"Thrombolysis_acute","No","Obese III",1339,"73.5%",0.546,0.603
"Thrombolysis_acute","Yes","Obese III",16,"0.9%",0.546,0.603
"Thrombolysis_acute",NA,"Obese III",467,"25.6%",0.546,0.603
"Time_zero_Y","1996","Obese III",1,"0.1%",3.2e-44,9.97e-44
"Time_zero_Y","1997","Obese III",2,"0.1%",3.2e-44,9.97e-44
"Time_zero_Y","1998","Obese III",7,"0.4%",3.2e-44,9.97e-44
"Time_zero_Y","1999","Obese III",8,"0.4%",3.2e-44,9.97e-44
"Time_zero_Y","2000","Obese III",8,"0.4%",3.2e-44,9.97e-44
"Time_zero_Y","2001","Obese III",11,"0.6%",3.2e-44,9.97e-44
"Time_zero_Y","2003","Obese III",3,"0.2%",3.2e-44,9.97e-44
"Time_zero_Y","2005","Obese III",4,"0.2%",3.2e-44,9.97e-44
"Time_zero_Y","2006","Obese III",80,"4.4%",3.2e-44,9.97e-44
"Time_zero_Y","2007","Obese III",84,"4.6%",3.2e-44,9.97e-44
"Time_zero_Y","2008","Obese III",92,"5.0%",3.2e-44,9.97e-44
"Time_zero_Y","2009","Obese III",99,"5.4%",3.2e-44,9.97e-44
"Time_zero_Y","2010","Obese III",166,"9.1%",3.2e-44,9.97e-44
"Time_zero_Y","2011","Obese III",230,"12.6%",3.2e-44,9.97e-44
"Time_zero_Y","2012","Obese III",247,"13.6%",3.2e-44,9.97e-44
"Time_zero_Y","2013","Obese III",195,"10.7%",3.2e-44,9.97e-44
"Time_zero_Y","2014","Obese III",142,"7.8%",3.2e-44,9.97e-44
"Time_zero_Y","2015","Obese III",163,"8.9%",3.2e-44,9.97e-44
"Time_zero_Y","2016","Obese III",126,"6.9%",3.2e-44,9.97e-44
"Time_zero_Y","2017","Obese III",151,"8.3%",3.2e-44,9.97e-44
"Time_zero_Y","2018","Obese III",1,"0.1%",3.2e-44,9.97e-44
"Time_zero_Y","2019","Obese III",2,"0.1%",3.2e-44,9.97e-44
"Time_zero_Ym","1996-06-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","1997-07-01","Obese III",2,"0.1%",NA,NA
"Time_zero_Ym","1998-05-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","1998-07-01","Obese III",5,"0.3%",NA,NA
"Time_zero_Ym","1998-10-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","1999-02-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","1999-07-01","Obese III",6,"0.3%",NA,NA
"Time_zero_Ym","1999-12-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","2000-02-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","2000-03-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","2000-07-01","Obese III",3,"0.2%",NA,NA
"Time_zero_Ym","2000-08-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","2000-10-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","2000-11-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","2001-03-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","2001-07-01","Obese III",8,"0.4%",NA,NA
"Time_zero_Ym","2001-09-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","2001-12-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","2003-06-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","2003-07-01","Obese III",2,"0.1%",NA,NA
"Time_zero_Ym","2005-01-01","Obese III",2,"0.1%",NA,NA
"Time_zero_Ym","2005-10-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","2005-11-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","2006-02-01","Obese III",4,"0.2%",NA,NA
"Time_zero_Ym","2006-03-01","Obese III",4,"0.2%",NA,NA
"Time_zero_Ym","2006-04-01","Obese III",5,"0.3%",NA,NA
"Time_zero_Ym","2006-05-01","Obese III",4,"0.2%",NA,NA
"Time_zero_Ym","2006-06-01","Obese III",5,"0.3%",NA,NA
"Time_zero_Ym","2006-06-16","Obese III",2,"0.1%",NA,NA
"Time_zero_Ym","2006-07-01","Obese III",5,"0.3%",NA,NA
"Time_zero_Ym","2006-08-01","Obese III",5,"0.3%",NA,NA
"Time_zero_Ym","2006-09-01","Obese III",3,"0.2%",NA,NA
"Time_zero_Ym","2006-10-01","Obese III",5,"0.3%",NA,NA
"Time_zero_Ym","2006-11-01","Obese III",6,"0.3%",NA,NA
"Time_zero_Ym","2006-11-16","Obese III",22,"1.2%",NA,NA
"Time_zero_Ym","2006-12-01","Obese III",10,"0.5%",NA,NA
"Time_zero_Ym","2007-01-01","Obese III",4,"0.2%",NA,NA
"Time_zero_Ym","2007-02-01","Obese III",4,"0.2%",NA,NA
"Time_zero_Ym","2007-03-01","Obese III",5,"0.3%",NA,NA
"Time_zero_Ym","2007-04-01","Obese III",8,"0.4%",NA,NA
"Time_zero_Ym","2007-05-01","Obese III",9,"0.5%",NA,NA
"Time_zero_Ym","2007-06-01","Obese III",11,"0.6%",NA,NA
"Time_zero_Ym","2007-07-01","Obese III",6,"0.3%",NA,NA
"Time_zero_Ym","2007-08-01","Obese III",4,"0.2%",NA,NA
"Time_zero_Ym","2007-09-01","Obese III",10,"0.5%",NA,NA
"Time_zero_Ym","2007-10-01","Obese III",9,"0.5%",NA,NA
"Time_zero_Ym","2007-11-01","Obese III",6,"0.3%",NA,NA
"Time_zero_Ym","2007-12-01","Obese III",8,"0.4%",NA,NA
"Time_zero_Ym","2008-01-01","Obese III",12,"0.7%",NA,NA
"Time_zero_Ym","2008-02-01","Obese III",5,"0.3%",NA,NA
"Time_zero_Ym","2008-03-01","Obese III",6,"0.3%",NA,NA
"Time_zero_Ym","2008-04-01","Obese III",4,"0.2%",NA,NA
"Time_zero_Ym","2008-05-01","Obese III",6,"0.3%",NA,NA
"Time_zero_Ym","2008-06-01","Obese III",11,"0.6%",NA,NA
"Time_zero_Ym","2008-07-01","Obese III",2,"0.1%",NA,NA
"Time_zero_Ym","2008-08-01","Obese III",8,"0.4%",NA,NA
"Time_zero_Ym","2008-09-01","Obese III",11,"0.6%",NA,NA
"Time_zero_Ym","2008-10-01","Obese III",10,"0.5%",NA,NA
"Time_zero_Ym","2008-11-01","Obese III",5,"0.3%",NA,NA
"Time_zero_Ym","2008-12-01","Obese III",12,"0.7%",NA,NA
"Time_zero_Ym","2009-01-01","Obese III",4,"0.2%",NA,NA
"Time_zero_Ym","2009-02-01","Obese III",7,"0.4%",NA,NA
"Time_zero_Ym","2009-03-01","Obese III",9,"0.5%",NA,NA
"Time_zero_Ym","2009-04-01","Obese III",6,"0.3%",NA,NA
"Time_zero_Ym","2009-05-01","Obese III",7,"0.4%",NA,NA
"Time_zero_Ym","2009-06-01","Obese III",23,"1.3%",NA,NA
"Time_zero_Ym","2009-07-01","Obese III",9,"0.5%",NA,NA
"Time_zero_Ym","2009-08-01","Obese III",9,"0.5%",NA,NA
"Time_zero_Ym","2009-09-01","Obese III",9,"0.5%",NA,NA
"Time_zero_Ym","2009-10-01","Obese III",6,"0.3%",NA,NA
"Time_zero_Ym","2009-11-01","Obese III",7,"0.4%",NA,NA
"Time_zero_Ym","2009-12-01","Obese III",3,"0.2%",NA,NA
"Time_zero_Ym","2010-01-01","Obese III",10,"0.5%",NA,NA
"Time_zero_Ym","2010-02-01","Obese III",9,"0.5%",NA,NA
"Time_zero_Ym","2010-03-01","Obese III",13,"0.7%",NA,NA
"Time_zero_Ym","2010-04-01","Obese III",12,"0.7%",NA,NA
"Time_zero_Ym","2010-04-17","Obese III",9,"0.5%",NA,NA
"Time_zero_Ym","2010-05-01","Obese III",12,"0.7%",NA,NA
"Time_zero_Ym","2010-06-01","Obese III",24,"1.3%",NA,NA
"Time_zero_Ym","2010-07-01","Obese III",31,"1.7%",NA,NA
"Time_zero_Ym","2010-08-01","Obese III",5,"0.3%",NA,NA
"Time_zero_Ym","2010-09-01","Obese III",6,"0.3%",NA,NA
"Time_zero_Ym","2010-10-01","Obese III",10,"0.5%",NA,NA
"Time_zero_Ym","2010-11-01","Obese III",15,"0.8%",NA,NA
"Time_zero_Ym","2010-12-01","Obese III",10,"0.5%",NA,NA
"Time_zero_Ym","2011-01-01","Obese III",12,"0.7%",NA,NA
"Time_zero_Ym","2011-02-01","Obese III",2,"0.1%",NA,NA
"Time_zero_Ym","2011-03-01","Obese III",10,"0.5%",NA,NA
"Time_zero_Ym","2011-04-01","Obese III",12,"0.7%",NA,NA
"Time_zero_Ym","2011-05-01","Obese III",7,"0.4%",NA,NA
"Time_zero_Ym","2011-06-01","Obese III",115,"6.3%",NA,NA
"Time_zero_Ym","2011-07-01","Obese III",28,"1.5%",NA,NA
"Time_zero_Ym","2011-08-01","Obese III",7,"0.4%",NA,NA
"Time_zero_Ym","2011-09-01","Obese III",4,"0.2%",NA,NA
"Time_zero_Ym","2011-10-01","Obese III",14,"0.8%",NA,NA
"Time_zero_Ym","2011-11-01","Obese III",7,"0.4%",NA,NA
"Time_zero_Ym","2011-12-01","Obese III",12,"0.7%",NA,NA
"Time_zero_Ym","2012-01-01","Obese III",13,"0.7%",NA,NA
"Time_zero_Ym","2012-02-01","Obese III",11,"0.6%",NA,NA
"Time_zero_Ym","2012-03-01","Obese III",14,"0.8%",NA,NA
"Time_zero_Ym","2012-04-01","Obese III",9,"0.5%",NA,NA
"Time_zero_Ym","2012-05-01","Obese III",15,"0.8%",NA,NA
"Time_zero_Ym","2012-06-01","Obese III",119,"6.5%",NA,NA
"Time_zero_Ym","2012-07-01","Obese III",11,"0.6%",NA,NA
"Time_zero_Ym","2012-08-01","Obese III",10,"0.5%",NA,NA
"Time_zero_Ym","2012-09-01","Obese III",12,"0.7%",NA,NA
"Time_zero_Ym","2012-10-01","Obese III",9,"0.5%",NA,NA
"Time_zero_Ym","2012-11-01","Obese III",15,"0.8%",NA,NA
"Time_zero_Ym","2012-12-01","Obese III",9,"0.5%",NA,NA
"Time_zero_Ym","2013-01-01","Obese III",13,"0.7%",NA,NA
"Time_zero_Ym","2013-02-01","Obese III",8,"0.4%",NA,NA
"Time_zero_Ym","2013-03-01","Obese III",8,"0.4%",NA,NA
"Time_zero_Ym","2013-04-01","Obese III",14,"0.8%",NA,NA
"Time_zero_Ym","2013-05-01","Obese III",10,"0.5%",NA,NA
"Time_zero_Ym","2013-06-01","Obese III",79,"4.3%",NA,NA
"Time_zero_Ym","2013-07-01","Obese III",18,"1.0%",NA,NA
"Time_zero_Ym","2013-08-01","Obese III",13,"0.7%",NA,NA
"Time_zero_Ym","2013-09-01","Obese III",8,"0.4%",NA,NA
"Time_zero_Ym","2013-10-01","Obese III",7,"0.4%",NA,NA
"Time_zero_Ym","2013-11-01","Obese III",7,"0.4%",NA,NA
"Time_zero_Ym","2013-12-01","Obese III",10,"0.5%",NA,NA
"Time_zero_Ym","2014-01-01","Obese III",16,"0.9%",NA,NA
"Time_zero_Ym","2014-02-01","Obese III",9,"0.5%",NA,NA
"Time_zero_Ym","2014-03-01","Obese III",15,"0.8%",NA,NA
"Time_zero_Ym","2014-04-01","Obese III",7,"0.4%",NA,NA
"Time_zero_Ym","2014-05-01","Obese III",15,"0.8%",NA,NA
"Time_zero_Ym","2014-06-01","Obese III",20,"1.1%",NA,NA
"Time_zero_Ym","2014-07-01","Obese III",10,"0.5%",NA,NA
"Time_zero_Ym","2014-08-01","Obese III",10,"0.5%",NA,NA
"Time_zero_Ym","2014-09-01","Obese III",10,"0.5%",NA,NA
"Time_zero_Ym","2014-10-01","Obese III",7,"0.4%",NA,NA
"Time_zero_Ym","2014-11-01","Obese III",15,"0.8%",NA,NA
"Time_zero_Ym","2014-12-01","Obese III",8,"0.4%",NA,NA
"Time_zero_Ym","2015-01-01","Obese III",15,"0.8%",NA,NA
"Time_zero_Ym","2015-02-01","Obese III",12,"0.7%",NA,NA
"Time_zero_Ym","2015-03-01","Obese III",12,"0.7%",NA,NA
"Time_zero_Ym","2015-04-01","Obese III",13,"0.7%",NA,NA
"Time_zero_Ym","2015-05-01","Obese III",7,"0.4%",NA,NA
"Time_zero_Ym","2015-06-01","Obese III",17,"0.9%",NA,NA
"Time_zero_Ym","2015-07-01","Obese III",14,"0.8%",NA,NA
"Time_zero_Ym","2015-08-01","Obese III",17,"0.9%",NA,NA
"Time_zero_Ym","2015-09-01","Obese III",18,"1.0%",NA,NA
"Time_zero_Ym","2015-10-01","Obese III",16,"0.9%",NA,NA
"Time_zero_Ym","2015-11-01","Obese III",11,"0.6%",NA,NA
"Time_zero_Ym","2015-12-01","Obese III",11,"0.6%",NA,NA
"Time_zero_Ym","2016-01-01","Obese III",9,"0.5%",NA,NA
"Time_zero_Ym","2016-02-01","Obese III",10,"0.5%",NA,NA
"Time_zero_Ym","2016-03-01","Obese III",5,"0.3%",NA,NA
"Time_zero_Ym","2016-04-01","Obese III",12,"0.7%",NA,NA
"Time_zero_Ym","2016-05-01","Obese III",10,"0.5%",NA,NA
"Time_zero_Ym","2016-06-01","Obese III",10,"0.5%",NA,NA
"Time_zero_Ym","2016-07-01","Obese III",13,"0.7%",NA,NA
"Time_zero_Ym","2016-08-01","Obese III",12,"0.7%",NA,NA
"Time_zero_Ym","2016-09-01","Obese III",13,"0.7%",NA,NA
"Time_zero_Ym","2016-10-01","Obese III",8,"0.4%",NA,NA
"Time_zero_Ym","2016-11-01","Obese III",14,"0.8%",NA,NA
"Time_zero_Ym","2016-12-01","Obese III",10,"0.5%",NA,NA
"Time_zero_Ym","2017-01-01","Obese III",18,"1.0%",NA,NA
"Time_zero_Ym","2017-02-01","Obese III",5,"0.3%",NA,NA
"Time_zero_Ym","2017-03-01","Obese III",15,"0.8%",NA,NA
"Time_zero_Ym","2017-04-01","Obese III",14,"0.8%",NA,NA
"Time_zero_Ym","2017-05-01","Obese III",20,"1.1%",NA,NA
"Time_zero_Ym","2017-06-01","Obese III",9,"0.5%",NA,NA
"Time_zero_Ym","2017-07-01","Obese III",14,"0.8%",NA,NA
"Time_zero_Ym","2017-08-01","Obese III",15,"0.8%",NA,NA
"Time_zero_Ym","2017-09-01","Obese III",9,"0.5%",NA,NA
"Time_zero_Ym","2017-10-01","Obese III",7,"0.4%",NA,NA
"Time_zero_Ym","2017-11-01","Obese III",13,"0.7%",NA,NA
"Time_zero_Ym","2017-12-01","Obese III",12,"0.7%",NA,NA
"Time_zero_Ym","2018-06-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","2019-01-01","Obese III",1,"0.1%",NA,NA
"Time_zero_Ym","2019-09-01","Obese III",1,"0.1%",NA,NA
"ACE_inhibitor","No",NA,6169,"33.2%",8.67e-09,1.44e-08
"ACE_inhibitor","Yes",NA,10034,"54.0%",8.67e-09,1.44e-08
"ACE_inhibitor",NA,NA,2380,"12.8%",8.67e-09,1.44e-08
"ACE_inhibitor_ARB","No",NA,4053,"21.8%",2.86e-164,1.08e-163
"ACE_inhibitor_ARB","Yes",NA,13010,"70.0%",2.86e-164,1.08e-163
"ACE_inhibitor_ARB",NA,NA,1520,"8.2%",2.86e-164,1.08e-163
"AF_atrial_flutter","No",NA,12506,"67.3%",3.24e-20,7.15e-20
"AF_atrial_flutter","Yes",NA,3089,"16.6%",3.24e-20,7.15e-20
"AF_atrial_flutter",NA,NA,2988,"16.1%",3.24e-20,7.15e-20
"ARB","No",NA,12825,"69.0%",3.38e-192,1.49e-191
"ARB","Yes",NA,1973,"10.6%",3.38e-192,1.49e-191
"ARB",NA,NA,3785,"20.4%",3.38e-192,1.49e-191
"AV_block","No",NA,790,"4.3%",0.13,0.146
"AV_block","Yes",NA,25,"0.1%",0.13,0.146
"AV_block",NA,NA,17768,"95.6%",0.13,0.146
"AV_block_II_or_III","No",NA,1055,"5.7%",0.839,0.839
"AV_block_II_or_III","Yes",NA,16,"0.1%",0.839,0.839
"AV_block_II_or_III",NA,NA,17512,"94.2%",0.839,0.839
"Alcohol","No",NA,671,"3.6%",0.00104,0.00138
"Alcohol","Yes",NA,123,"0.7%",0.00104,0.00138
"Alcohol",NA,NA,17789,"95.7%",0.00104,0.00138
"Aldosterone_antagonist","No",NA,3951,"21.3%",3.46e-15,6.79e-15
"Aldosterone_antagonist","Yes",NA,741,"4.0%",3.46e-15,6.79e-15
"Aldosterone_antagonist",NA,NA,13891,"74.8%",3.46e-15,6.79e-15
"Anti_anginal","No",NA,12334,"66.4%",1.61e-09,2.75e-09
"Anti_anginal","Yes",NA,2683,"14.4%",1.61e-09,2.75e-09
"Anti_anginal",NA,NA,3566,"19.2%",1.61e-09,2.75e-09
"Anti_arrhythmic_III","No",NA,2434,"13.1%",0.05,0.0616
"Anti_arrhythmic_III","Yes",NA,300,"1.6%",0.05,0.0616
"Anti_arrhythmic_III",NA,NA,15849,"85.3%",0.05,0.0616
"Anti_coagulant","No",NA,14533,"78.2%",1.13e-06,1.66e-06
"Anti_coagulant","Yes",NA,2164,"11.6%",1.13e-06,1.66e-06
"Anti_coagulant",NA,NA,1886,"10.1%",1.13e-06,1.66e-06
"Anti_diabetic","No",NA,13573,"73.0%",0,0
"Anti_diabetic","Yes",NA,2661,"14.3%",0,0
"Anti_diabetic",NA,NA,2349,"12.6%",0,0
"Anti_diabetic_insulin","No",NA,14688,"79.0%",0,0
"Anti_diabetic_insulin","Yes",NA,1562,"8.4%",0,0
"Anti_diabetic_insulin",NA,NA,2333,"12.6%",0,0
"Anti_diabetic_oral","No",NA,14622,"78.7%",0,0
"Anti_diabetic_oral","Yes",NA,1617,"8.7%",0,0
"Anti_diabetic_oral",NA,NA,2344,"12.6%",0,0
"Anti_platelet","No",NA,1673,"9.0%",2.75e-28,6.63e-28
"Anti_platelet","Yes",NA,15516,"83.5%",2.75e-28,6.63e-28
"Anti_platelet",NA,NA,1394,"7.5%",2.75e-28,6.63e-28
"Baseline_type","MI",NA,13714,"73.8%",0,0
"Baseline_type","MI40d",NA,1471,"7.9%",0,0
"Baseline_type",NA,NA,3398,"18.3%",0,0
"Beta_blockers","No",NA,2229,"12.0%",2.61e-34,6.92e-34
"Beta_blockers","Yes",NA,15119,"81.4%",2.61e-34,6.92e-34
"Beta_blockers",NA,NA,1235,"6.6%",2.61e-34,6.92e-34
"CABG","No",NA,14254,"76.7%",3.76e-34,9.5e-34
"CABG","Yes",NA,2002,"10.8%",3.76e-34,9.5e-34
"CABG",NA,NA,2327,"12.5%",3.76e-34,9.5e-34
"CABG_acute","No",NA,3253,"17.5%",0.676,0.703
"CABG_acute","Yes",NA,54,"0.3%",0.676,0.703
"CABG_acute",NA,NA,15276,"82.2%",0.676,0.703
"COPD","No",NA,1015,"5.5%",1.54e-14,2.92e-14
"COPD","Yes",NA,80,"0.4%",1.54e-14,2.92e-14
"COPD",NA,NA,17488,"94.1%",1.54e-14,2.92e-14
"CVD_risk_region","1",NA,2961,"15.9%",1.05e-292,6.96e-292
"CVD_risk_region","2",NA,13454,"72.4%",1.05e-292,6.96e-292
"CVD_risk_region","3",NA,1705,"9.2%",1.05e-292,6.96e-292
"CVD_risk_region","4",NA,463,"2.5%",1.05e-292,6.96e-292
"Calcium_antagonists","No",NA,13951,"75.1%",9.66e-149,3.41e-148
"Calcium_antagonists","Yes",NA,2107,"11.3%",9.66e-149,3.41e-148
"Calcium_antagonists",NA,NA,2525,"13.6%",9.66e-149,3.41e-148
"Cancer","No",NA,1280,"6.9%",0.612,0.662
"Cancer","Yes",NA,47,"0.3%",0.612,0.662
"Cancer",NA,NA,17256,"92.9%",0.612,0.662
"Diabetes","No",NA,12970,"69.8%",0,0
"Diabetes","Yes",NA,4032,"21.7%",0,0
"Diabetes",NA,NA,1581,"8.5%",0,0
"Digitalis_glycosides","No",NA,14982,"80.6%",9.89e-19,2.02e-18
"Digitalis_glycosides","Yes",NA,1380,"7.4%",9.89e-19,2.02e-18
"Digitalis_glycosides",NA,NA,2221,"12.0%",9.89e-19,2.02e-18
"Diseased_arteries_num_cat","0",NA,28,"0.2%",0.000863,0.00117
"Diseased_arteries_num_cat","1",NA,184,"1.0%",0.000863,0.00117
"Diseased_arteries_num_cat","2",NA,138,"0.7%",0.000863,0.00117
"Diseased_arteries_num_cat","geq3",NA,204,"1.1%",0.000863,0.00117
"Diseased_arteries_num_cat",NA,NA,18029,"97.0%",0.000863,0.00117
"Diuretics","No",NA,9475,"51.0%",1.46e-247,8.59999999999999e-247
"Diuretics","Yes",NA,7796,"42.0%",1.46e-247,8.59999999999999e-247
"Diuretics",NA,NA,1312,"7.1%",1.46e-247,8.59999999999999e-247
"FH_CAD","No",NA,304,"1.6%",1.05e-09,1.86e-09
"FH_CAD","Yes",NA,754,"4.1%",1.05e-09,1.86e-09
"FH_CAD",NA,NA,17525,"94.3%",1.05e-09,1.86e-09
"FH_SCD","No",NA,1349,"7.3%",0.0195,0.0252
"FH_SCD","Yes",NA,277,"1.5%",0.0195,0.0252
"FH_SCD",NA,NA,16957,"91.3%",0.0195,0.0252
"HF","No",NA,12293,"66.2%",1.47e-26,3.4e-26
"HF","Yes",NA,1882,"10.1%",1.47e-26,3.4e-26
"HF",NA,NA,4408,"23.7%",1.47e-26,3.4e-26
"HasMRI","No",NA,17928,"96.5%",9.24e-06,1.32e-05
"HasMRI","Yes",NA,655,"3.5%",9.24e-06,1.32e-05
"Hypertension","No",NA,8388,"45.1%",0,0
"Hypertension","Yes",NA,7683,"41.3%",0,0
"Hypertension",NA,NA,2512,"13.5%",0,0
"IsSWHR","0",NA,1739,"9.4%",4.11e-207,1.98e-206
"IsSWHR","1",NA,13446,"72.4%",4.11e-207,1.98e-206
"IsSWHR",NA,NA,3398,"18.3%",4.11e-207,1.98e-206
"LBBB","No",NA,13070,"70.3%",1.52e-05,2.11e-05
"LBBB","Yes",NA,977,"5.3%",1.52e-05,2.11e-05
"LBBB",NA,NA,4536,"24.4%",1.52e-05,2.11e-05
